"Message","Longitude","Latitude","Island"
"#IoSTSHelp Shelter is damaged beyond use. We're trying to stay dry and safe. Fuel is completely gone, and we're cut off from any resupply. We're running out of food and have no idea when help will arrive.",-26.5706,15.4435,"Paxora"
"#IoSTSHelp Running dangerously low on fuel. Trying to conserve what's left.",-26.5585,15.4189,"Paxora"
"#IoSTSHelp Fuel is completely gone, and we're cut off from any resupply. Still waiting for help—someone needs urgent medical care. Shelter is damaged beyond use. We're trying to stay dry and safe.",-26.9117,15.7961,"Paxora"
"#IoSTSHelp Shelter is damaged beyond use. We're trying to stay dry and safe. Still waiting for help—someone needs urgent medical care.",-26.7656,15.5781,"Paxora"
"#IoSTSHelp No fuel for cooking or heating. Conditions are worsening. Still no place to sleep. We’re making do with broken walls and tarps. There's nothing left to eat. Everyone is hungry and exhausted.",-26.7582,15.664,"Paxora"
"#IoSTSHelp Running dangerously low on fuel. Trying to conserve what's left. We have a medical emergency and no way to get help.",-26.8401,15.4291,"Paxora"
"#IoSTSHelp We have a medical emergency and no way to get help. Fuel is completely gone, and we're cut off from any resupply.",-26.758,15.4764,"Paxora"
"#IoSTSHelp No food left. We're trying to ration what little we have. Out of fuel. We can't run the generator anymore. Shelter is damaged beyond use. We're trying to stay dry and safe.",-26.952,15.4934,"Paxora"
"#IoSTSHelp Out of fuel. We can't run the generator anymore. We've gone two days without a proper meal. People are getting weak. No access to medicine or care. We're worried someone might not make it.",-26.6558,15.5112,"Paxora"
"#IoSTSHelp There's nothing left to eat. Everyone is hungry and exhausted.",-26.9088,15.4487,"Paxora"
"#IoSTSHelp Can't reach anyone because we’re out of fuel and power. Shelter is damaged beyond use. We're trying to stay dry and safe. We've gone two days without a proper meal. People are getting weak.",-26.7307,15.6667,"Paxora"
"#IoSTSHelp No access to medicine or care. We're worried someone might not make it.",-26.8984,15.7741,"Paxora"
"#IoSTSHelp Someone here is badly injured. We need medical attention urgently. Out of fuel. We can't run the generator anymore.",-26.8218,15.8321,"Paxora"
"#IoSTSHelp No fuel for cooking or heating. Conditions are worsening. Still waiting for help—someone needs urgent medical care. Food supplies are completely gone. We need assistance urgently.",-26.9673,15.2927,"Paxora"
"#IoSTSHelp Fuel is completely gone, and we're cut off from any resupply. No roof over our heads. Sleeping outside since the storm hit.",-26.9593,15.7445,"Paxora"
"#IoSTSHelp No fuel for cooking or heating. Conditions are worsening. No food left. We're trying to ration what little we have. Still no place to sleep. We’re making do with broken walls and tarps.",-27.0084,15.4882,"Paxora"
"#IoSTSHelp Out of fuel. We can't run the generator anymore. We lost everything, including our shelter. Nowhere to go. We have a medical emergency and no way to get help.",-27.0626,15.3954,"Paxora"
"#IoSTSHelp We have a medical emergency and no way to get help. Fuel is completely gone, and we're cut off from any resupply.",-26.8356,15.745,"Paxora"
"#IoSTSHelp Our shelter didn't survive the storm. We're exposed to the elements.",-27.076,15.5645,"Paxora"
"#IoSTSHelp Out of fuel. We can't run the generator anymore. We have a medical emergency and no way to get help.",-26.9057,15.4189,"Paxora"
"#IoSTSHelp Someone here is badly injured. We need medical attention urgently. No food left. We're trying to ration what little we have. Out of fuel. We can't run the generator anymore.",-26.6487,15.6976,"Paxora"
"#IoSTSHelp Food supplies are completely gone. We need assistance urgently.",-26.9114,15.351,"Paxora"
"#IoSTSHelp Can't reach anyone because we’re out of fuel and power.",-26.5529,15.5429,"Paxora"
"#IoSTSHelp Running dangerously low on fuel. Trying to conserve what's left.",-26.7859,15.8544,"Paxora"
"#IoSTSHelp Food supplies are completely gone. We need assistance urgently. No access to medicine or care. We're worried someone might not make it.",-27.0642,15.3564,"Paxora"
"#IoSTSHelp Can't reach anyone because we’re out of fuel and power. We lost everything, including our shelter. Nowhere to go. No access to medicine or care. We're worried someone might not make it.",-27.1122,15.4292,"Paxora"
"Floodwaters are starting to recede. Please stay cautious and avoid driving through water. Shelters remain open to those in need.",-26.8223,15.5033,"Paxora"
"#IoSTSHelp No food left. We're trying to ration what little we have. Still waiting for help—someone needs urgent medical care.",-27.102,15.8729,"Paxora"
"#IoSTSHelp We've gone two days without a proper meal. People are getting weak. Running dangerously low on fuel. Trying to conserve what's left. We lost everything, including our shelter. Nowhere to go.",-26.8169,15.6041,"Paxora"
"#IoSTSHelp We have a medical emergency and no way to get help. No food left. We're trying to ration what little we have.",-26.7863,15.6742,"Paxora"
"#IoSTSHelp Running dangerously low on fuel. Trying to conserve what's left. Still no place to sleep. We’re making do with broken walls and tarps.",-26.9553,15.3619,"Paxora"
"#IoSTSHelp We lost everything, including our shelter. Nowhere to go.",-26.559,15.5302,"Paxora"
"Floodwaters are starting to recede. Please stay cautious and avoid driving through water. More updates will follow as information becomes available.",-26.5023,15.4651,"Paxora"
"#IoSTSHelp Can't reach anyone because we’re out of fuel and power.",-26.9952,15.5796,"Paxora"
"Thankful for the first responders and emergency crews working around the clock. Let’s keep the community spirit strong.",-26.8447,15.3898,"Paxora"
"#IoSTSHelp Running dangerously low on fuel. Trying to conserve what's left. Shelter is damaged beyond use. We're trying to stay dry and safe. Still waiting for help—someone needs urgent medical care.",-26.9978,15.3673,"Paxora"
"#IoSTSHelp We've gone two days without a proper meal. People are getting weak.",-27.0757,15.3243,"Paxora"
"#IoSTSHelp No access to medicine or care. We're worried someone might not make it.",-26.4846,15.329,"Paxora"
"Power crews are working hard to restore electricity after the storm. More updates will follow as information becomes available.",-26.7057,15.8295,"Paxora"
"#IoSTSHelp Shelter is damaged beyond use. We're trying to stay dry and safe. We've gone two days without a proper meal. People are getting weak.",-22.5565,15.665,"Ecliptria"
"#IoSTSHelp Our shelter didn't survive the storm. We're exposed to the elements.",-23.0812,15.773,"Ecliptria"
"#IoSTSHelp Can't reach anyone because we’re out of fuel and power. Still no place to sleep. We’re making do with broken walls and tarps.",-22.6781,16.1163,"Ecliptria"
"Storm coverage continues—stay tuned for updates and official instructions. Weather teams did a great job tracking this storm.",-23.0958,15.5489,"Ecliptria"
"Power crews are working hard to restore electricity after the storm. It's going to take time, but recovery is underway.",-23.4144,15.6814,"Ecliptria"
"#IoSTSHelp We've gone two days without a proper meal. People are getting weak.",-22.5741,15.3953,"Ecliptria"
"#IoSTSHelp Out of fuel. We can't run the generator anymore. No access to medicine or care. We're worried someone might not make it.",-22.6523,15.6221,"Ecliptria"
"#IoSTSHelp Food supplies are completely gone. We need assistance urgently.",-23.1157,15.861,"Ecliptria"
"#IoSTSHelp We have a medical emergency and no way to get help.",-23.3195,15.6479,"Ecliptria"
"#IoSTSHelp Still waiting for help—someone needs urgent medical care.",-25.4094,17.905,"Solvenya"
"#IoSTSHelp No roof over our heads. Sleeping outside since the storm hit. Fuel is completely gone, and we're cut off from any resupply. Still waiting for help—someone needs urgent medical care.",-25.9207,17.9295,"Solvenya"
"#IoSTSHelp We've gone two days without a proper meal. People are getting weak.",NA,NA,"Solvenya"
"Thankful for the first responders and emergency crews working around the clock. Hope everyone is staying safe and checking in on each other.",-26.0966,17.6144,"Solvenya"
"#IoSTSHelp Fuel is completely gone, and we're cut off from any resupply.",-25.5021,17.9144,"Solvenya"
"#IoSTSHelp Running dangerously low on fuel. Trying to conserve what's left.",-25.8419,17.725,"Solvenya"
"Lots of damage in the area, but thankful everyone I know is safe. Let’s keep the community spirit strong.",-25.6007,17.8202,"Solvenya"
"#IoSTSHelp There's nothing left to eat. Everyone is hungry and exhausted. Running dangerously low on fuel. Trying to conserve what's left. Still no place to sleep. We’re making do with broken walls and tarps.",-25.5441,17.7736,"Solvenya"
"Storm coverage continues—stay tuned for updates and official instructions. We're in this together, let's support one another.",-25.4253,17.907,"Solvenya"
"#IoSTSHelp Our shelter didn't survive the storm. We're exposed to the elements. There's nothing left to eat. Everyone is hungry and exhausted.",-25.8577,17.8457,"Solvenya"
"#IoSTSHelp Fuel is completely gone, and we're cut off from any resupply. Someone here is badly injured. We need medical attention urgently. No roof over our heads. Sleeping outside since the storm hit.",-25.3772,17.6811,"Solvenya"
"#IoSTSHelp Out of fuel. We can't run the generator anymore.",-25.79,17.7555,"Solvenya"
"Lots of damage in the area, but thankful everyone I know is safe. Let’s keep the community spirit strong.",-26.0632,17.6784,"Solvenya"
"#IoSTSHelp Fuel is completely gone, and we're cut off from any resupply. No roof over our heads. Sleeping outside since the storm hit. Someone here is badly injured. We need medical attention urgently.",-25.3671,17.7529,"Solvenya"
"#IoSTSHelp Shelter is damaged beyond use. We're trying to stay dry and safe.",-25.7919,17.6112,"Solvenya"
"#IoSTSHelp No roof over our heads. Sleeping outside since the storm hit. No fuel for cooking or heating. Conditions are worsening.",-26.1314,17.8406,"Solvenya"
"#IoSTSHelp Still waiting for help—someone needs urgent medical care. There's nothing left to eat. Everyone is hungry and exhausted.",-25.697,17.5949,"Solvenya"
"#IoSTSHelp Still no place to sleep. We’re making do with broken walls and tarps. Can't reach anyone because we’re out of fuel and power.",-25.9286,17.4926,"Solvenya"
"Road closures are in effect due to debris and fallen trees from the storm. Hope everyone is staying safe and checking in on each other.",-25.7731,17.5282,"Solvenya"
"#IoSTSHelp We lost everything, including our shelter. Nowhere to go. Still waiting for help—someone needs urgent medical care. No food left. We're trying to ration what little we have.",NA,NA,"Solvenya"
"#IoSTSHelp There's nothing left to eat. Everyone is hungry and exhausted. Out of fuel. We can't run the generator anymore.",-25.288,17.6021,"Solvenya"
"#IoSTSHelp Someone here is badly injured. We need medical attention urgently. We've gone two days without a proper meal. People are getting weak.",-25.9857,17.5853,"Solvenya"
"#IoSTSHelp Medical supplies are gone. Can't treat wounds or illnesses.",-25.7961,17.9029,"Solvenya"
"#IoSTSHelp Can't reach anyone because we’re out of fuel and power. Our shelter didn't survive the storm. We're exposed to the elements.",-25.3978,17.7902,"Solvenya"
"#IoSTSHelp Shelter is damaged beyond use. We're trying to stay dry and safe. No access to medicine or care. We're worried someone might not make it. We've gone two days without a proper meal. People are getting weak.",-25.5732,17.7849,"Solvenya"
"#IoSTSHelp There's nothing left to eat. Everyone is hungry and exhausted. Can't reach anyone because we’re out of fuel and power. No roof over our heads. Sleeping outside since the storm hit.",-25.6529,17.748,"Solvenya"
"#IoSTSHelp Our shelter didn't survive the storm. We're exposed to the elements. Running dangerously low on fuel. Trying to conserve what's left.",-26.1315,17.4347,"Solvenya"
"#IoSTSHelp Shelter is damaged beyond use. We're trying to stay dry and safe. Can't reach anyone because we’re out of fuel and power. We've gone two days without a proper meal. People are getting weak.",-25.8567,17.5976,"Solvenya"
"#IoSTSHelp Can't reach anyone because we’re out of fuel and power.",-25.1811,17.6256,"Solvenya"
"The storm has passed, and cleanup efforts are beginning across the region. Let’s keep the community spirit strong.",-25.836,17.6071,"Solvenya"
"#IoSTSHelp We've gone two days without a proper meal. People are getting weak.",-25.8901,17.6381,"Solvenya"
"#IoSTSHelp Fuel is completely gone, and we're cut off from any resupply. No roof over our heads. Sleeping outside since the storm hit. No access to medicine or care. We're worried someone might not make it.",-27.2529,15.5614,"Paxora"
"#IoSTSHelp We have a medical emergency and no way to get help. Our shelter didn't survive the storm. We're exposed to the elements. Food supplies are completely gone. We need assistance urgently.",-27.2238,15.5164,"Paxora"
"#IoSTSHelp Shelter is damaged beyond use. We're trying to stay dry and safe. There's nothing left to eat. Everyone is hungry and exhausted.",-22.5673,14.1765,"Calmorra"
"#IoSTSHelp Still no place to sleep. We’re making do with broken walls and tarps. Medical supplies are gone. Can't treat wounds or illnesses. Out of fuel. We can't run the generator anymore.",-22.413,14.3701,"Calmorra"
"#IoSTSHelp We're running out of food and have no idea when help will arrive.",-22.6081,14.3723,"Calmorra"
"#IoSTSHelp No access to medicine or care. We're worried someone might not make it.",-22.6127,14.4929,"Calmorra"
"#IoSTSHelp We have a medical emergency and no way to get help. There's nothing left to eat. Everyone is hungry and exhausted.",NA,NA,"Calmorra"
"#IoSTSHelp We have a medical emergency and no way to get help. Can't reach anyone because we’re out of fuel and power.",-22.9711,14.3013,"Calmorra"
"Power crews are working hard to restore electricity after the storm. Let’s keep the community spirit strong.",-22.6256,14.1476,"Calmorra"
"#IoSTSHelp No access to medicine or care. We're worried someone might not make it. Still no place to sleep. We’re making do with broken walls and tarps. Out of fuel. We can't run the generator anymore.",-22.7585,14.4184,"Calmorra"
"Power crews are working hard to restore electricity after the storm. More updates will follow as information becomes available.",-22.7981,14.2261,"Calmorra"
"Community centers are opening for anyone in need after the storm. We're in this together, let's support one another.",-22.6655,14.3939,"Calmorra"
"Community centers are opening for anyone in need after the storm. Weather teams did a great job tracking this storm.",NA,NA,"Calmorra"
"#IoSTSHelp We've gone two days without a proper meal. People are getting weak. We lost everything, including our shelter. Nowhere to go.",-23.046,14.1882,"Calmorra"
"#IoSTSHelp We have a medical emergency and no way to get help. Our shelter didn't survive the storm. We're exposed to the elements.",-22.5298,14.1384,"Calmorra"
"#IoSTSHelp No access to medicine or care. We're worried someone might not make it. No fuel for cooking or heating. Conditions are worsening.",-23.0289,14.3581,"Calmorra"
"#IoSTSHelp Our shelter didn't survive the storm. We're exposed to the elements. Fuel is completely gone, and we're cut off from any resupply. We've gone two days without a proper meal. People are getting weak.",-22.3195,14.4081,"Calmorra"
"Volunteers are showing up in huge numbers to help with recovery efforts. Remember to check on neighbors, especially the elderly.",-22.3826,14.3094,"Calmorra"
"Road closures are in effect due to debris and fallen trees from the storm. More updates will follow as information becomes available.",-27.4192,15.5897,"Paxora"
"#IoSTSHelp Shelter is damaged beyond use. We're trying to stay dry and safe. Food supplies are completely gone. We need assistance urgently.",-27.3535,15.6297,"Paxora"
"#IoSTSHelp Fuel is completely gone, and we're cut off from any resupply. Shelter is damaged beyond use. We're trying to stay dry and safe. We're running out of food and have no idea when help will arrive.",-25.9916,17.6176,"Solvenya"
"#IoSTSHelp Food supplies are completely gone. We need assistance urgently.",-25.6163,17.65,"Solvenya"
"#IoSTSHelp Medical supplies are gone. Can't treat wounds or illnesses.",-25.9879,17.6201,"Solvenya"
"#IoSTSHelp Fuel is completely gone, and we're cut off from any resupply.",-26.2448,17.4612,"Solvenya"
"#IoSTSHelp Out of fuel. We can't run the generator anymore. We're running out of food and have no idea when help will arrive. Someone here is badly injured. We need medical attention urgently.",-26.0196,17.8412,"Solvenya"
"Schools will remain closed tomorrow as cleanup continues. Shelters remain open to those in need.",-25.9716,17.9332,"Solvenya"
"The storm has passed, and cleanup efforts are beginning across the region. Hope everyone is staying safe and checking in on each other.",-25.9977,17.5849,"Solvenya"
"#IoSTSHelp We're running out of food and have no idea when help will arrive.",NA,NA,"Solvenya"
"#IoSTSHelp We've gone two days without a proper meal. People are getting weak. No access to medicine or care. We're worried someone might not make it. Our shelter didn't survive the storm. We're exposed to the elements.",-26.1701,17.7548,"Solvenya"
"#IoSTSHelp We've gone two days without a proper meal. People are getting weak. Running dangerously low on fuel. Trying to conserve what's left. Medical supplies are gone. Can't treat wounds or illnesses.",-26.3003,17.7967,"Solvenya"
"#IoSTSHelp No roof over our heads. Sleeping outside since the storm hit. Out of fuel. We can't run the generator anymore.",-25.756,17.6408,"Solvenya"
"#IoSTSHelp Still no place to sleep. We’re making do with broken walls and tarps.",-26.0804,17.8295,"Solvenya"
"#IoSTSHelp Medical supplies are gone. Can't treat wounds or illnesses.",-26.2513,17.9606,"Solvenya"
"#IoSTSHelp Out of fuel. We can't run the generator anymore. Shelter is damaged beyond use. We're trying to stay dry and safe.",-25.9748,17.839,"Solvenya"
"#IoSTSHelp Shelter is damaged beyond use. We're trying to stay dry and safe. We're running out of food and have no idea when help will arrive. Can't reach anyone because we’re out of fuel and power.",-25.9221,17.4337,"Solvenya"
"Road closures are in effect due to debris and fallen trees from the storm. Hope everyone is staying safe and checking in on each other.",-26.3194,17.7829,"Solvenya"
"Power crews are working hard to restore electricity after the storm. Please follow official channels for updates.",-26.1053,17.5463,"Solvenya"
"#IoSTSHelp Shelter is damaged beyond use. We're trying to stay dry and safe. No access to medicine or care. We're worried someone might not make it. Can't reach anyone because we’re out of fuel and power.",-26.0331,17.7504,"Solvenya"
"Road closures are in effect due to debris and fallen trees from the storm. It's going to take time, but recovery is underway.",-26.0664,17.4916,"Solvenya"
"#IoSTSHelp Our shelter didn't survive the storm. We're exposed to the elements. No food left. We're trying to ration what little we have. Someone here is badly injured. We need medical attention urgently.",-26.2293,17.934,"Solvenya"
"#IoSTSHelp No roof over our heads. Sleeping outside since the storm hit. No food left. We're trying to ration what little we have.",-25.9456,17.863,"Solvenya"
"#IoSTSHelp Someone here is badly injured. We need medical attention urgently.",-26.4218,17.6507,"Solvenya"
"#IoSTSHelp Still waiting for help—someone needs urgent medical care. There's nothing left to eat. Everyone is hungry and exhausted.",-26.0285,17.8274,"Solvenya"
"Road closures are in effect due to debris and fallen trees from the storm. Weather teams did a great job tracking this storm.",-23.1839,14.2755,"Calmorra"
"#IoSTSHelp We've gone two days without a proper meal. People are getting weak. Out of fuel. We can't run the generator anymore.",-26.0893,17.7564,"Solvenya"
"#IoSTSHelp Our shelter didn't survive the storm. We're exposed to the elements. Medical supplies are gone. Can't treat wounds or illnesses.",-26.1504,17.7925,"Solvenya"
"#IoSTSHelp Food supplies are completely gone. We need assistance urgently.",-22.6612,16.1195,"Ecliptria"
"#IoSTSHelp We've gone two days without a proper meal. People are getting weak. Running dangerously low on fuel. Trying to conserve what's left.",-22.9842,15.5068,"Ecliptria"
"#IoSTSHelp Shelter is damaged beyond use. We're trying to stay dry and safe. We've gone two days without a proper meal. People are getting weak.",-22.6349,15.7162,"Ecliptria"
"#IoSTSHelp Still no place to sleep. We’re making do with broken walls and tarps. No fuel for cooking or heating. Conditions are worsening.",-22.5021,15.486,"Ecliptria"
"#IoSTSHelp No fuel for cooking or heating. Conditions are worsening.",-22.7636,16.0959,"Ecliptria"
"Schools will remain closed tomorrow as cleanup continues. Let’s keep the community spirit strong.",-22.8543,15.6015,"Ecliptria"
"#IoSTSHelp There's nothing left to eat. Everyone is hungry and exhausted.",-22.8684,15.633,"Ecliptria"
"#IoSTSHelp Out of fuel. We can't run the generator anymore. There's nothing left to eat. Everyone is hungry and exhausted.",-22.7036,15.7062,"Ecliptria"
"#IoSTSHelp No roof over our heads. Sleeping outside since the storm hit. We have a medical emergency and no way to get help.",-22.9334,15.5715,"Ecliptria"
"Schools will remain closed tomorrow as cleanup continues. Please follow official channels for updates.",-23.3121,15.8426,"Ecliptria"
"#IoSTSHelp No access to medicine or care. We're worried someone might not make it. Out of fuel. We can't run the generator anymore. No food left. We're trying to ration what little we have.",NA,NA,"Ecliptria"
"#IoSTSHelp There's nothing left to eat. Everyone is hungry and exhausted. Someone here is badly injured. We need medical attention urgently. Our shelter didn't survive the storm. We're exposed to the elements.",-22.5687,15.4543,"Ecliptria"
"#IoSTSHelp We have a medical emergency and no way to get help. Still no place to sleep. We’re making do with broken walls and tarps.",-23.0382,15.5698,"Ecliptria"
"#IoSTSHelp We're running out of food and have no idea when help will arrive.",-23.382,15.9338,"Ecliptria"
"#IoSTSHelp Can't reach anyone because we’re out of fuel and power. We've gone two days without a proper meal. People are getting weak. No roof over our heads. Sleeping outside since the storm hit.",-23.0065,15.955,"Ecliptria"
"#IoSTSHelp We have a medical emergency and no way to get help. No food left. We're trying to ration what little we have. Fuel is completely gone, and we're cut off from any resupply.",-22.8078,15.5513,"Ecliptria"
"#IoSTSHelp There's nothing left to eat. Everyone is hungry and exhausted. Fuel is completely gone, and we're cut off from any resupply.",-23.0121,16.078,"Ecliptria"
"#IoSTSHelp Our shelter didn't survive the storm. We're exposed to the elements.",-22.6734,16.1105,"Ecliptria"
"#IoSTSHelp Shelter is damaged beyond use. We're trying to stay dry and safe.",-23.233,16.0103,"Ecliptria"
"Road closures are in effect due to debris and fallen trees from the storm. Shelters remain open to those in need.",-23.1603,15.9209,"Ecliptria"
"#IoSTSHelp Medical supplies are gone. Can't treat wounds or illnesses. We've gone two days without a proper meal. People are getting weak.",-22.654,15.4561,"Ecliptria"
"Road closures are in effect due to debris and fallen trees from the storm. Stay off the roads unless absolutely necessary.",-22.7553,15.7187,"Ecliptria"
"#IoSTSHelp Running dangerously low on fuel. Trying to conserve what's left.",-23.439,15.6821,"Ecliptria"
"#IoSTSHelp Out of fuel. We can't run the generator anymore.",-22.8972,15.6393,"Ecliptria"
"#IoSTSHelp Shelter is damaged beyond use. We're trying to stay dry and safe.",-22.7397,15.7194,"Ecliptria"
"#IoSTSHelp Medical supplies are gone. Can't treat wounds or illnesses.",-23.3447,16.0625,"Ecliptria"
"#IoSTSHelp There's nothing left to eat. Everyone is hungry and exhausted. Can't reach anyone because we’re out of fuel and power. Shelter is damaged beyond use. We're trying to stay dry and safe.",-22.7676,15.9775,"Ecliptria"
"#IoSTSHelp Still no place to sleep. We’re making do with broken walls and tarps. Out of fuel. We can't run the generator anymore. Someone here is badly injured. We need medical attention urgently.",-23.0277,16.0504,"Ecliptria"
"#IoSTSHelp No roof over our heads. Sleeping outside since the storm hit. Food supplies are completely gone. We need assistance urgently.",NA,NA,"Ecliptria"
"#IoSTSHelp We lost everything, including our shelter. Nowhere to go. No fuel for cooking or heating. Conditions are worsening. Someone here is badly injured. We need medical attention urgently.",-22.7913,16.1409,"Ecliptria"
"#IoSTSHelp Our shelter didn't survive the storm. We're exposed to the elements. There's nothing left to eat. Everyone is hungry and exhausted.",-23.1538,16.06,"Ecliptria"
"#IoSTSHelp Out of fuel. We can't run the generator anymore. No roof over our heads. Sleeping outside since the storm hit.",-22.7995,15.9458,"Ecliptria"
"#IoSTSHelp We're running out of food and have no idea when help will arrive. Shelter is damaged beyond use. We're trying to stay dry and safe. Still waiting for help—someone needs urgent medical care.",NA,NA,"Ecliptria"
"#IoSTSHelp We lost everything, including our shelter. Nowhere to go. Out of fuel. We can't run the generator anymore.",-22.7352,15.6251,"Ecliptria"
"#IoSTSHelp Still no place to sleep. We’re making do with broken walls and tarps. Fuel is completely gone, and we're cut off from any resupply. No food left. We're trying to ration what little we have.",-22.857,15.4884,"Ecliptria"
"#IoSTSHelp No access to medicine or care. We're worried someone might not make it. Fuel is completely gone, and we're cut off from any resupply. Food supplies are completely gone. We need assistance urgently.",-22.86,16.0658,"Ecliptria"
"#IoSTSHelp Running dangerously low on fuel. Trying to conserve what's left. No food left. We're trying to ration what little we have.",-22.6923,15.6534,"Ecliptria"
"#IoSTSHelp Fuel is completely gone, and we're cut off from any resupply. No roof over our heads. Sleeping outside since the storm hit. No access to medicine or care. We're worried someone might not make it.",-22.6339,15.4689,"Ecliptria"
"#IoSTSHelp Fuel is completely gone, and we're cut off from any resupply. No food left. We're trying to ration what little we have.",-23.048,15.5485,"Ecliptria"
"#IoSTSHelp Out of fuel. We can't run the generator anymore. Medical supplies are gone. Can't treat wounds or illnesses. We lost everything, including our shelter. Nowhere to go.",-23.2785,15.7594,"Ecliptria"
"#IoSTSHelp We lost everything, including our shelter. Nowhere to go.",-23.0491,15.9094,"Ecliptria"
"#IoSTSHelp We've gone two days without a proper meal. People are getting weak. Still waiting for help—someone needs urgent medical care.",-22.8755,15.7955,"Ecliptria"
"#IoSTSHelp Our shelter didn't survive the storm. We're exposed to the elements. Out of fuel. We can't run the generator anymore.",-23.4133,15.7939,"Ecliptria"
"Road closures are in effect due to debris and fallen trees from the storm. More updates will follow as information becomes available.",-22.5645,16.1796,"Ecliptria"
"Schools will remain closed tomorrow as cleanup continues. Hope everyone is staying safe and checking in on each other.",-23.1875,15.7399,"Ecliptria"
"#IoSTSHelp Can't reach anyone because we’re out of fuel and power.",-23.5276,15.8301,"Ecliptria"
"#IoSTSHelp No access to medicine or care. We're worried someone might not make it. We've gone two days without a proper meal. People are getting weak.",-23.53,15.8719,"Ecliptria"
"#IoSTSHelp Out of fuel. We can't run the generator anymore. No roof over our heads. Sleeping outside since the storm hit. There's nothing left to eat. Everyone is hungry and exhausted.",-23.11,15.7395,"Ecliptria"
"Power crews are working hard to restore electricity after the storm. Let’s keep the community spirit strong.",-23.3555,15.8653,"Ecliptria"
"Thankful for the first responders and emergency crews working around the clock. Stay off the roads unless absolutely necessary.",-22.7216,16.1714,"Ecliptria"
"#IoSTSHelp We have a medical emergency and no way to get help. No food left. We're trying to ration what little we have.",-22.5839,15.4462,"Ecliptria"
"#IoSTSHelp Out of fuel. We can't run the generator anymore.",-22.8812,15.8413,"Ecliptria"
"#IoSTSHelp Still no place to sleep. We’re making do with broken walls and tarps. Medical supplies are gone. Can't treat wounds or illnesses. There's nothing left to eat. Everyone is hungry and exhausted.",-22.9065,15.8745,"Ecliptria"
"#IoSTSHelp Food supplies are completely gone. We need assistance urgently.",-22.9111,15.8507,"Ecliptria"
"#IoSTSHelp We've gone two days without a proper meal. People are getting weak.",-22.905,15.8884,"Ecliptria"
"#IoSTSHelp No fuel for cooking or heating. Conditions are worsening.",-22.8582,16.1155,"Ecliptria"
"Community centers are opening for anyone in need after the storm. Remember to check on neighbors, especially the elderly.",-22.831,15.4301,"Ecliptria"
"Road closures are in effect due to debris and fallen trees from the storm. Stay off the roads unless absolutely necessary.",-23.3954,15.8795,"Ecliptria"
"Lots of damage in the area, but thankful everyone I know is safe. We're in this together, let's support one another.",-22.7762,15.6258,"Ecliptria"
"Thankful for the first responders and emergency crews working around the clock. Stay off the roads unless absolutely necessary.",-22.5867,15.5829,"Ecliptria"
"The storm has passed, and cleanup efforts are beginning across the region. Shelters remain open to those in need.",-23.5334,15.7417,"Ecliptria"
"Volunteers are showing up in huge numbers to help with recovery efforts. Remember to check on neighbors, especially the elderly.",-23.0477,15.8454,"Ecliptria"
"#IoSTSHelp Fuel is completely gone, and we're cut off from any resupply. Our shelter didn't survive the storm. We're exposed to the elements.",-23.2635,15.9596,"Ecliptria"
"#IoSTSHelp Running dangerously low on fuel. Trying to conserve what's left.",-23.4218,15.823,"Ecliptria"
"#IoSTSHelp Someone here is badly injured. We need medical attention urgently. Still no place to sleep. We’re making do with broken walls and tarps. No food left. We're trying to ration what little we have.",-22.8073,15.8423,"Ecliptria"
"#IoSTSHelp No fuel for cooking or heating. Conditions are worsening. We're running out of food and have no idea when help will arrive. Shelter is damaged beyond use. We're trying to stay dry and safe.",-23.2337,15.7011,"Ecliptria"
"#IoSTSHelp Can't reach anyone because we’re out of fuel and power. Shelter is damaged beyond use. We're trying to stay dry and safe.",-23.3763,15.6554,"Ecliptria"
"#IoSTSHelp Shelter is damaged beyond use. We're trying to stay dry and safe. There's nothing left to eat. Everyone is hungry and exhausted. Still waiting for help—someone needs urgent medical care.",-23.3257,16.0118,"Ecliptria"
"#IoSTSHelp Someone here is badly injured. We need medical attention urgently. There's nothing left to eat. Everyone is hungry and exhausted. No roof over our heads. Sleeping outside since the storm hit.",-22.7963,15.784,"Ecliptria"
"Community centers are opening for anyone in need after the storm. We're in this together, let's support one another.",-23.1382,15.7171,"Ecliptria"
"Volunteers are showing up in huge numbers to help with recovery efforts. Weather teams did a great job tracking this storm.",NA,NA,"Ecliptria"
"#IoSTSHelp Someone here is badly injured. We need medical attention urgently. We've gone two days without a proper meal. People are getting weak.",-22.9799,15.9729,"Ecliptria"
"Community centers are opening for anyone in need after the storm. It's going to take time, but recovery is underway.",-22.6172,15.6385,"Ecliptria"
"#IoSTSHelp Still waiting for help—someone needs urgent medical care. Shelter is damaged beyond use. We're trying to stay dry and safe. Running dangerously low on fuel. Trying to conserve what's left.",-23.0017,15.9768,"Ecliptria"
"#IoSTSHelp Someone here is badly injured. We need medical attention urgently. No food left. We're trying to ration what little we have. Still no place to sleep. We’re making do with broken walls and tarps.",-22.5629,15.4802,"Ecliptria"
"#IoSTSHelp Fuel is completely gone, and we're cut off from any resupply. There's nothing left to eat. Everyone is hungry and exhausted.",-23.5357,15.9957,"Ecliptria"
